Age,MonthlyIncome,MonthlyProfit,LoanAmount,TenureMonths,MonthlyInstallment,InterestRate,DebtToIncome,InstallmentToProfit,LoanType,RepaymentStructure,Sector,Willingness,ExchangeRate,EconomicPhase,Inflation,Default,CompositeCreditScore
29,3708.329542874146,2158.0716841229864,17953.270904775265,31,579.1377711217827,11.505725864437768,0.15617214285462916,0.268358912904757,Unsecured,Equal Installment,Agriculture,0.1221118822977808,12.5855014911234,Recession,11.037727308800942,0,0.092
59,3260.233244379526,2774.8889436727873,17383.054427289502,58,299.70783495326725,10.624343079151057,0.09192834146757693,0.10800714588475746,Secured,Equal Installment,SME,0.31990659288970436,12.74496276898757,Recession,13.602183478993929,0,0.132
38,3530.5399983761677,3007.4295674889954,7011.558095814933,12,584.2965079845777,18.51552933630258,0.16549777321693518,0.19428435309041223,Secured,Interest Only,Manufacturing,0.2864796801727,12.150855355757468,Recession,6.089594407067626,0,0.104
24,3300.2927190883784,2799.411814574095,19121.84396947086,6,3186.97399491181,19.433826625771296,0.9656640383681271,1.1384441468454256,Secured,Interest Only,Agriculture,0.4254476061773757,13.654467377109608,Recession,18.570119994198674,0,0.207
45,1632.2946862119527,972.0616578762294,23979.882058445262,31,773.5445825304923,16.67239442174894,0.4739000800925526,0.795777280445914,Unsecured,Interest Only,Agriculture,0.211067729489257,12.65139589722763,Recession,9.229356163398531,0,0.105
34,1390.265810640363,946.0699583724244,16916.933379798273,28,604.1761921356526,7.756809597761462,0.43457602676524587,0.6386168240402114,Unsecured,Interest Only,Agriculture,0.41158605271605975,12.905329333702005,Growth,10.638507758301921,0,0.067
29,5264.193734549084,4706.167417855522,23363.619817980467,31,753.6651554187248,16.932253437045294,0.14316820265796726,0.1601441445876463,Unsecured,Equal Installment,Manufacturing,0.4491558671991043,12.753744392528844,Growth,6.0,0,0.171
46,3220.660022286189,2604.8858988061947,13084.871432686554,50,261.6974286537311,7.816253794653256,0.08125583788504473,0.10046406592076283,Unsecured,Equal Installment,SME,0.26793124519078654,12.72651454332775,Growth,12.458861914222684,1,0.105
22,3120.114531095638,1593.9634518431253,18872.57668577904,11,1715.6887896162764,12.35529746068694,0.5498800677082218,1.0763664547216552,Secured,Equal Installment,Agriculture,0.41766802910529877,13.18994323527829,Recovery,7.680967528768673,0,0.131
40,2891.7268031325484,1521.2849472603812,22532.322612869055,11,2048.3929648062776,18.46223379502897,0.708363239081678,1.346488682804062,Unsecured,Bullet,Trade,0.150108946801192,12.459731736356042,Recovery,11.304967284698087,1,0.155
48,3937.287921139743,2699.296523034243,21517.287016507365,49,439.128306459334,17.630393926817966,0.11153065644541883,0.1626824999447322,Unsecured,Bullet,Manufacturing,0.47182917581289624,12.516045301699489,Recession,9.367176701226386,0,0.136
27,6046.429322084983,5222.228946223884,7156.279282247629,13,550.4830217113561,16.82786945813388,0.09104266210483605,0.1054115067301678,Unsecured,Interest Only,Salaried,0.08879666648103435,14.28742178874519,Recession,7.76676819520897,0,0.162
64,3628.7432005293526,2596.295794838216,16487.952393030173,29,568.5500825182818,20.251610615679134,0.15667961360157506,0.21898509547665393,Secured,Bullet,SME,0.4678561070838936,12.647773043342307,Growth,8.586915494712148,1,0.123
28,2294.2958084225365,1603.999564436621,33419.703442500846,27,1237.766794166698,17.240060589631707,0.5394974743983583,0.7716752682544796,Unsecured,Equal Installment,Trade,0.4688915625596437,13.46026288444855,Recession,11.677364102256563,0,0.139
55,2839.918970530147,1539.7741898246093,16060.431405355857,24,669.1846418898274,6.92392309983647,0.2356351180558177,0.4345992070214218,Unsecured,Interest Only,Agriculture,0.34844406917218707,11.932609911413863,Recovery,7.155527081393527,1,0.073
34,4285.195760646306,3268.3704084997057,20126.460352894715,42,479.2014369736837,13.52187661497456,0.11182719850852489,0.14661784837100322,Secured,Interest Only,Salaried,0.264080582240048,12.466371967416553,Recession,8.75356498692927,0,0.123
37,2300.639278304403,1906.8647679902301,19305.953995608445,23,839.3893041568889,14.833566169075757,0.36485046224870515,0.4401934097516398,Secured,Bullet,SME,0.1839016666596838,11.520927325011183,Growth,12.989820143793434,0,0.091
56,4022.6957868363215,2623.473477989726,32545.91807135721,36,904.0532797599225,14.365033092922511,0.22473816755378406,0.34460164638396357,Secured,Interest Only,Manufacturing,0.41065611985185674,15.225320120034192,Recession,18.80743962462294,0,0.16
60,500.0,405.12237018506545,30322.944977557363,42,721.9748804180324,12.531459299590441,1.4439497608360647,1.782115561992354,Secured,Bullet,Salaried,0.059614022899604026,14.650551613201664,Recovery,12.432766458659014,1,0.189
24,2724.144514264336,2413.021771476135,26460.247998550476,35,756.0070856728707,10.879375466145621,0.2775209177465509,0.31330305205261083,Unsecured,Bullet,Salaried,0.18162748643710225,13.714550791934425,Growth,8.248215073468138,1,0.089
22,3753.768016176803,2182.8408149056486,12214.06149301973,47,259.87364878765385,24.602979877837274,0.06923007699669573,0.11905295476110413,Secured,Interest Only,Trade,0.37457060797482544,15.581323264347795,Recession,9.898657489783067,0,0.105
26,4524.150655890859,3209.1241656321536,22873.46439353664,38,601.9332735141221,13.445020699176872,0.13304890117448892,0.18756933120895602,Unsecured,Bullet,SME,0.1913520229422708,13.92434326165975,Recovery,11.094767018457734,0,0.134
62,2017.8309395491306,1240.6738120713726,24543.533944601055,15,1636.235596306737,24.406408213497812,0.8108883475997953,1.31882818867189,Unsecured,Bullet,Trade,0.21214506472215292,12.793629107621413,Growth,9.951725148092878,0,0.158
24,1196.6819788432758,977.8588274632582,14411.161315231566,42,343.1228884578944,10.434838380975783,0.2867285498771865,0.3508920498759693,Unsecured,Bullet,Trade,0.2939671196096951,13.447023600510006,Growth,13.7091745002108,1,0.04
49,2687.1178021298174,1964.3834674054444,13035.863153218488,17,766.8154796010875,17.62824027503603,0.28536727306607373,0.390359363293714,Unsecured,Bullet,Agriculture,0.27749119186196053,14.632943626574969,Recovery,11.652420449042674,0,0.084
38,1649.4971907037334,1243.4453613595506,33640.11317765624,59,570.1714097907837,15.918565665559477,0.3456637653002177,0.4585415873580269,Unsecured,Interest Only,Manufacturing,0.08585787626857316,11.943620589990438,Recession,13.72355715472961,0,0.108
46,2821.155999924564,2310.9941274923403,17593.573502264568,35,502.6735286361305,11.312201891739758,0.17817998318759107,0.21751397922485488,Secured,Equal Installment,Salaried,0.23368255004054264,11.592618655280127,Recession,10.056668629107111,0,0.089
64,2992.0158544425153,1969.9079000601223,32919.814551289186,32,1028.744204727787,13.129771560717264,0.3438297972921226,0.5222295949452203,Unsecured,Equal Installment,SME,0.33192020930403915,13.487294999955925,Recession,14.97650065916377,0,0.158
54,1417.0259457576662,1227.1955207340084,27976.750043956272,44,635.8352282717334,14.93947972255612,0.44871106995275245,0.5181205582395123,Unsecured,Bullet,Manufacturing,0.4309775708003919,12.295780319741516,Growth,10.500543247155363,0,0.101
30,3965.326932133038,2828.116955224713,23263.01425900257,14,1661.643875643041,11.623533531335497,0.41904334852642416,0.5875442571684636,Unsecured,Bullet,Manufacturing,0.5405277045945869,10.288118359049829,Growth,8.086430392586024,1,0.139
56,2811.343327962659,1583.2977589004013,23620.25149087588,59,400.34324560806573,13.975437623858294,0.14240282985934302,0.2528540467878283,Secured,Bullet,SME,0.36248858833460823,11.508479983707318,Recession,17.531961143126665,0,0.113
34,4296.55184280642,3344.262576833422,8796.64351735386,26,338.3324429751484,5.54039029843754,0.07874510895093881,0.10116802589571326,Unsecured,Equal Installment,Manufacturing,0.03054343973064911,12.626290780775745,Growth,6.0,1,0.094
51,786.1137116446876,642.4943056212612,21654.19823867533,17,1273.7763669809017,17.846063961074957,1.6203462019711352,1.9825488815021028,Unsecured,Bullet,Agriculture,0.681042092567164,13.057826505697482,Growth,8.783783824085218,0,0.216
35,1779.3693953455313,1115.1391111896783,31336.163303853013,34,921.6518618780298,19.90860669649117,0.5179654456735536,0.8264904823352236,Secured,Interest Only,Manufacturing,0.37589840268091435,13.093562919259957,Recovery,9.118916444508816,0,0.122
28,3620.0031703777477,3051.198236355885,25450.71602548487,38,669.7556848811809,16.817454829994638,0.18501522052846484,0.21950579182330848,Unsecured,Interest Only,Agriculture,0.21200515932702618,15.406235608282534,Recession,18.52491881916969,0,0.128
34,2041.0673150096818,1760.3334095123998,21234.693496515283,48,442.3894478440684,24.057032511751117,0.21674417330129553,0.2513100333456758,Unsecured,Interest Only,Salaried,0.23840619499328705,12.750849691958688,Recession,16.420576652439536,0,0.096
43,2802.5572103403647,1711.6948722406948,33695.49756653624,58,580.9568545954525,17.728384910399573,0.20729527035235668,0.33940444878178005,Secured,Equal Installment,Salaried,0.34563722106028966,13.333750587443326,Recession,15.481784430926593,1,0.122
60,3000.8389410686095,2680.975284414699,18519.674218713568,20,925.9837109356783,19.571238555110238,0.30857494491388204,0.34539061822714107,Unsecured,Bullet,Trade,0.13651635783174879,11.048929567150605,Growth,10.008024012871005,0,0.095
41,3189.907177144041,1774.4962738638762,15043.554599826526,7,2149.0792285466464,19.953451330040444,0.6737121518597732,1.2110925563496027,Unsecured,Bullet,Agriculture,0.12164616902923703,12.96263735402167,Growth,18.278534011525323,0,0.152
36,2186.9205447195513,1270.1771585936385,21230.655328626057,57,372.4676373443168,5.0,0.17031603559793787,0.29324069860988466,Unsecured,Bullet,Salaried,0.26009056477661086,13.40103873180612,Growth,12.105056011522914,0,0.064
38,3179.1438761669733,1823.8428458840528,26131.738944892768,44,593.903157838472,16.694692794998254,0.18681229317451606,0.32563285766575756,Unsecured,Equal Installment,Manufacturing,0.6852982278784152,11.349688622822573,Recession,13.931790110909366,0,0.128
44,2060.9475537186236,1767.4601392154486,6257.647233533913,58,107.89046954368816,9.468260198732874,0.052349934547833814,0.06104266068007579,Unsecured,Equal Installment,SME,0.4036573143827592,11.879209648435651,Growth,11.53908614331862,1,0.073
46,3809.1365624961304,2901.4841547000356,22278.94914792334,49,454.67243159027225,10.276386193716778,0.11936364688703233,0.15670339982858797,Secured,Equal Installment,SME,0.12586831298425438,13.587002360604245,Recession,10.851600286030246,0,0.136
45,2862.1871766203717,1605.233959889315,26482.760124290482,59,448.8603410896692,10.972106912792341,0.15682424432481626,0.2796230034409559,Secured,Equal Installment,Agriculture,0.01366579653308466,12.344408482825706,Growth,10.244663978220862,0,0.076
61,3186.0439483146224,2154.177879114786,17842.86699762511,23,775.7768259837005,13.749136799930493,0.24349219237671746,0.36012663276557727,Secured,Interest Only,Trade,0.11703296646827728,12.87694987418803,Recession,10.371080019742513,0,0.098
49,6083.9122076284,4539.323770234926,28855.718130421134,8,3606.9647663026417,17.60183984295079,0.5928692990967223,0.794603987041878,Unsecured,Equal Installment,Manufacturing,0.3327911607805335,13.648933022750775,Recovery,12.825474946034237,0,0.255
35,1671.474654479974,891.5405682876337,25129.493299288562,12,2094.12444160738,16.735959300026817,1.2528604223788844,2.348882951708555,Unsecured,Equal Installment,Agriculture,0.20757618311556142,15.44424660615498,Growth,12.101599396326165,0,0.233
21,4666.298722848345,3980.196710592029,37131.06494808862,48,773.5638530851796,14.94967446872961,0.16577675348932444,0.19435317129592747,Unsecured,Equal Installment,SME,0.45945073513635587,12.733857758705929,Recession,10.905585889388949,0,0.186
45,500.0,410.72070708830705,13995.17681935028,23,608.4859486674035,17.890733764823842,1.216971897334807,1.4815078425947876,Secured,Bullet,Agriculture,0.14149213049644796,15.12303769465293,Recovery,15.528571978096563,0,0.139
27,505.94801409726824,355.2173525684695,26645.678803968716,49,543.7893633463003,18.133945286368412,1.074792959344944,1.530863735722153,Unsecured,Bullet,Manufacturing,0.25408657673001384,10.649471606445289,Recovery,6.0,0,0.154
29,1511.2319067749152,1340.2369929358122,11861.40873762076,43,275.8467148283898,16.770496756933383,0.1825310288856115,0.20581935604101095,Unsecured,Bullet,Salaried,0.5067721582223921,13.178035430418383,Growth,12.529661743763585,1,0.053
44,1586.9659616700762,1058.6719625244548,7077.068389786191,42,168.50162832824265,8.101980855700855,0.10617847666431138,0.15916321041169573,Unsecured,Interest Only,Manufacturing,0.13770392341978277,12.599092951485723,Recession,13.153216119976939,0,0.048
21,3244.4421577666194,2899.3766816733782,3715.7532574570178,38,97.7829804593952,12.042668842573104,0.03013861110925343,0.033725517997530305,Secured,Interest Only,Salaried,0.179715216973904,12.361049219117923,Growth,14.440888604765508,0,0.061
64,3347.8107170021613,2568.333250539022,24306.59217917541,49,496.05290161582474,15.105311335770596,0.14817232620009696,0.19314195364317185,Secured,Equal Installment,Salaried,0.2464218506051932,13.789681090668225,Recovery,10.805385676839917,1,0.114
28,2694.2144779531627,2031.0834522332764,21473.98331155282,36,596.4995364320228,17.933811532564338,0.22140016740062687,0.2936853903152734,Unsecured,Bullet,Salaried,0.31662133738986803,12.742455201537735,Growth,11.623760202151873,0,0.084
44,2820.1464398850458,1597.2800628024845,16167.591541105969,16,1010.474471319123,9.685681369104053,0.35830567414091863,0.6326219771041339,Unsecured,Interest Only,Agriculture,0.263497431819295,10.57005599812814,Recession,13.957845149944163,1,0.094
31,3633.3177131179928,3098.3883549344796,5811.965328403096,9,645.7739253781217,14.954619240898879,0.17773670687993315,0.20842252532664765,Unsecured,Bullet,SME,0.062310940745533644,11.0939569020993,Recovery,15.47349921284054,1,0.09
37,3999.8686531448902,2683.8953674749896,14476.906990890591,23,629.4307387343736,8.737502174442191,0.15736285196252248,0.23452134027361224,Secured,Interest Only,Agriculture,0.13432106246488335,13.866432350027733,Growth,10.098392044463695,0,0.084
28,1408.1531806682892,795.4563848794436,20032.74406140365,9,2225.860451267072,19.103671942877114,1.580694829102833,2.7982180966520436,Secured,Interest Only,SME,0.2198364844037171,11.035326511691125,Growth,11.80092734938268,0,0.272
55,2565.7308345203955,1295.8044183596526,26345.35493434478,54,487.87694322860705,15.969389113458897,0.19015125696916857,0.3765050777077965,Secured,Equal Installment,Manufacturing,0.20664981346717362,13.898585417416934,Growth,16.035721893046272,0,0.103
55,2916.4922125043877,2111.255343146759,19867.713998018993,39,509.42856405176906,9.61545585617623,0.17467166957196278,0.2412917820221982,Unsecured,Equal Installment,Trade,0.48814650018623307,13.149728185493387,Growth,6.0,0,0.092
53,3582.3791958725437,2546.9277716175984,22016.482741642223,34,647.5436100483007,9.589085848782826,0.18075797525688272,0.2542449838053454,Secured,Interest Only,Manufacturing,0.5758705082513509,12.795658561809038,Growth,8.929962200556243,1,0.116
25,2072.799429271835,1632.8300257924852,16990.940952206915,29,585.8945155933419,16.54972748633704,0.28265856663187333,0.35882149785246703,Unsecured,Equal Installment,Agriculture,0.5098772553009548,12.902230992162073,Recovery,15.397507935808889,0,0.075
62,2892.934589287596,2476.6506206306103,33993.793620217235,27,1259.029393341379,20.49919565825266,0.4352083859771691,0.508359710834305,Unsecured,Interest Only,Agriculture,0.12310986037732494,13.6177096242161,Recovery,14.27761350082491,0,0.133
59,3035.9803614325892,1614.4209133341635,11854.002845374176,7,1693.4289779105966,10.612856650202612,0.5577865388798225,1.048938950136159,Secured,Interest Only,SME,0.5340564936477953,11.58701683167227,Recession,12.567335632780082,0,0.165
61,2154.635875848564,1707.761370382145,14406.09426171898,49,294.0019237085506,18.146416434464307,0.1364508625350737,0.17215632629209893,Unsecured,Bullet,Agriculture,0.30002336426508447,13.05074931279727,Growth,9.65420938067264,0,0.069
48,2126.021820062537,1222.3876630279883,16061.135408051896,11,1460.1032189138086,12.831049127888681,0.6867771558764434,1.1944682223779752,Secured,Equal Installment,Salaried,0.20303599789428606,11.632596647102481,Recession,8.35454450304374,1,0.138
27,3118.4949331648018,2629.7357833939677,24341.635183813793,47,517.9071315705062,18.292776410771545,0.1660759894340789,0.1969426490832053,Unsecured,Equal Installment,Agriculture,0.2610230477770125,13.196373731203442,Recovery,9.22635314227288,0,0.1
29,2843.58582481535,2353.4238714638577,11689.121681704955,30,389.6373893901652,17.73276364146125,0.13702325633708157,0.16556192622785207,Unsecured,Equal Installment,SME,0.34914959384447847,13.775772143438022,Growth,15.644024662456077,0,0.099
28,3600.573023304759,2579.1534738014334,21085.74872438399,26,810.9903355532304,15.621199365929758,0.22523924117191463,0.31444051073002094,Secured,Bullet,SME,0.544808127323102,13.199135035374779,Recession,9.11467193253396,1,0.133
32,1736.0895352260047,1361.2628036768272,21319.281147412457,21,1015.203864162498,7.662434774877668,0.5847646930435177,0.7457809479700689,Unsecured,Bullet,Salaried,0.4105295472785979,13.730322596716707,Growth,11.304268892718973,0,0.097
54,2579.1821665454554,1613.8975656627554,14445.136234132959,36,401.2537842814711,17.72474260049645,0.15557403795905916,0.24862407182372456,Unsecured,Bullet,SME,0.026592238491727645,12.159982197888056,Growth,8.738877065414762,0,0.08
53,2724.9407381356896,1876.0322099893751,22639.835687654857,19,1191.5702993502557,17.00807708398746,0.43728301414932313,0.6351544994832493,Unsecured,Equal Installment,Trade,0.5846196094727675,12.925383934815308,Recession,13.528322090297081,0,0.136
43,3976.6366897483263,3295.2589181087446,11937.488810100549,44,271.3065638659216,16.641719012778008,0.06822513219911273,0.08233239651518284,Unsecured,Equal Installment,Manufacturing,0.048186078783462406,12.714429024250125,Recovery,9.383821158960677,0,0.113
44,1871.5034705185171,1279.558299418475,11063.406860306031,33,335.254753342607,15.782696252923913,0.179136591849184,0.26200818946270077,Unsecured,Equal Installment,Agriculture,0.3619976181916694,12.63587273543561,Recession,10.707218329536758,1,0.064
57,3281.5824061861035,2110.4490000754026,20796.846052171524,37,562.0769203289601,11.484852446671567,0.1712822811547838,0.2663304919042716,Unsecured,Bullet,Trade,0.44452164760997975,12.039230602657733,Recession,6.0,0,0.101
55,3303.306609045464,2304.667401832511,6721.9553161754975,33,203.69561564168174,19.331851084076447,0.06166415648002545,0.08838395313775739,Unsecured,Bullet,Agriculture,0.41585471518936307,12.48181294069007,Recession,6.1598952913851805,0,0.084
64,4975.676691215968,4136.278545555551,2841.578379598097,56,50.74247106425173,18.592558883266545,0.010198104542007765,0.012267662950014507,Unsecured,Interest Only,Trade,0.08841067401107656,11.664754485992198,Growth,11.023019579964519,0,0.129
60,1791.4927628324867,1135.9554977794944,24262.666406374403,54,449.30863715508156,10.69830889262134,0.25080125718436636,0.3955336613391689,Secured,Bullet,Agriculture,0.47156252336881577,10.967014405810504,Recovery,7.0245285344067145,1,0.068
42,2211.320018259007,1259.3570048517624,28391.759540729363,14,2027.9828243378117,20.257180042071006,0.917091514386263,1.610331952357325,Secured,Interest Only,Salaried,0.33683060364941414,12.159140007351088,Recovery,17.315259918003505,0,0.185
47,1875.1731813320148,1471.6464289286746,16265.575050459767,50,325.31150100919535,15.526677738541549,0.1734834436881786,0.22105275738413255,Unsecured,Equal Installment,SME,0.19457492804201545,13.751151578537398,Growth,6.0,1,0.087
